codigo item;descricao item
26000274;C-401 BULK
26000275;C-406 BULK
26000277;C-420 BULK
26000278;C-420H BULK
26000282;C-426 BULK
26000284;C-440 BULK
26000285;C-443 BULK
26000288;C-454 BULK
26000289;C-455 BULK
26000292;C-463 BULK
26000293;C-464 BULK
26000296;C-466 BULK
26000298;C-471 BULK
26000302;C-476 BULK
26000304;C-478 BULK
26000306;C-49 BULK
26000308;C-500 BULK
26000309;C-5008 BULK
26000310;C-5008B BULK
26000312;C-5011 BULK
26000313;C-5011F BULK
26000314;C-5011RF BULK
26000315;C-5012 BULK
26000317;C-5015 BULK
26000318;C-502 BULK
26000319;C-51 BULK
26000320;C-5114 BULK
26000321;C-5118/ BULK
26000322;C-512 BULK
26000323;C-5122 BULK
26000325;C-513 BULK
26000326;C-516 BULK
26000327;C-518H BULK
26000328;C-518HA BULK
26000329;C-518HA/1 BULK
26000333;C-51V BULK
26000336;C-52 BULK
26000337;C-520 BULK
26000340;C-524 BULK
26000341;C-526 BULK
26000342;C-5277 BULK
26000344;C-528 BULK
26000351;C-540/2 BULK
26000352;C-540/4 BULK
26000353;C-542 BULK
26000358;C-550 BULK
26000361;C-556 BULK
26000363;C-561 BULK
26000371;C-570 BULK
26000372;C-570/3 BULK
26000374;C-572 BULK
26000377;C-575 BULK
26000381;C-577/6 BULK
26000383;C-58 BULK
26000384;C-580 BULK
26000385;C-580AV BULK
26000389;C-585 BULK
26000394;C-5900 BULK
26000395;C-592 BULK
26000398;C-594/2 BULK
26000399;C-599 BULK
26000402;C-6005 PUR BULK
26000405;C-6020 PUR BULK
26000406;C-62 BULK
26000407;C-621 BULK
26000408;C-621A BULK
26000413;C-662 BULK
26000414;C-680 BULK
26000417;C-684 BULK
26000420;C-7000 BULK
26000423;C-7020 BULK
26000424;C-7020A BULK
26000426;C-7030 BULK
26000427;C-7030/5 BULK
26000430;C-7090 BULK
26000434;C-73 BULK
26000440;C-80 BULK
26000442;C-8020 BULK
26000443;C-8020/1 BULK
26000444;C-8025 BULK
26000445;C-8029 BULK
26000446;C-8030 BULK
26000447;C-8030AN BULK
26000448;C-8030F BULK
26000451;C-8035 BULK
26000453;C-8039 BULK
26000454;C-8040 BULK
26000455;C-8054 BULK
26000456;C-8055 BULK
26000458;C-8055T BULK
26000460;C-8059 BULK
26000461;C-8070 BULK
26000462;C-8072 BULK
26000464;C-8107M BULK
26000465;C-84 BULK
26000466;C-85 BULK
26000469;C-88 BULK
26000473;C-89/1 BULK
26000506;C-94 BULK
26000522;C-96 BULK
26000523;C-96/1 BULK
26000526;C-97 BULK
26000538;CA-9006 BULK
26000539;CA-9007 BULK
26000542;CA-9018 BULK
26000544;CA-9020 BULK
26000546;CA-9020/6 BULK
26000547;CA-9020J BULK
26000549;CA-9021 BULK
26000550;CA-9021/5 BULK
26000551;CA-9022 BULK
26000552;CA-9023 BULK
26000556;CA-9031 BULK
26000557;CA-9031/1 BULK
26000558;CA-9036 BULK
26000564;CQ-010 BULK
26000566;CQ-021SC BULK
26000568;CQ-022 BULK
26000569;CQ-027 BULK
26000570;CQ-1000 BULK
26000573;CQ-20627032 BULK
26000575;CQ-3000 BULK
26000578;CQ-3008 BULK
26000581;CQ-3009 BULK
26000582;CQ-3010 BULK
26000584;CQ-3017 BULK
26000589;CQ-3020/2 BULK
26000590;CQ-3020/4 BL BULK
26000591;CQ-3022 BULK
26000592;CQ-3025 BULK
26000594;CQ-3026 BULK
26000595;CQ-3027 BULK
26000597;CQ-3028/1 BULK
26000599;CQ-3030 BULK
26000601;CQ-3038 BULK
26000603;CQ-3040 BULK
26000604;CQ-3041 BULK
26000605;CQ-3042 BULK
26000606;CQ-3043 BULK
26000607;CQ-3044 BULK
26000608;CQ-3060 BULK
26000609;CQ-3061 BULK
26000611;CQ-3870 BULK
26000615;CQ-4012 BULK
26000617;CQ-4012B BULK
26000623;CQ-4021/2 BULK
26000624;CQ-4023 BULK
26000625;CQ-4023/4 BULK
26000627;CQ-4025 BULK
26000628;CQ-4043 BULK
26000630;CQ-4051 BULK
26000631;CQ-4075 BULK
26000634;CQ-4076/1 BULK
26000635;CQ-4091 BULK
26000640;CQ-4131/3 BULK
26000641;CQ-4133 BULK
26000642;CQ-4133/4 BULK
26000644;CQ-4134 BULK
26000645;CQ-4135 BULK
26000648;CQ-4136 BULK
26000650;CQ-4137 BULK
26000654;CQ-4141 BULK
26000656;CQ-4142T BULK
26000657;CQ-4143 BULK
26000658;CQ-4144G BULK
26000659;CQ-4150 BULK
26000662;CQ-4163/1 BULK
26000664;CQ-4165 BULK
26000665;CQ-4166 BULK
26000667;CQ-4168 BULK
26000668;CQ-4168N BULK
26000670;CQ-4169 BULK
26000673;CQ-4175 BULK
26000675;CQ-4193 BULK
26000679;CQ-4196 BULK
26000681;CQ-4197 BULK
26000682;CQ-4198 BULK
26000684;CQ-4243H BULK
26000685;CQ-4243LV BULK
26000686;CQ-4250 BULK
26000688;CQ-4251 BULK
26000690;CQ-4260 BULK
26000695;CQ-4260G/4 BULK
26000696;CQ-4265 BULK
26000702;CQ-4443 BULK
26000703;CQ-4443/1 BULK
26000705;CQ-4444 BULK
26000711;CQ-4450 BULK
26000712;CQ-603 BULK
26000714;CQ-610 PUR BULK
26000715;CQ-612 PUR BULK
26000716;CQ-615 BULK
26000717;CQ-616 BULK
26000718;CQ-617 BULK
26000719;CQ-617B BULK
26000720;CQ-617BB BULK
26000723;CQ-620 PUR BULK
26000724;CQ-622/1 PUR BULK
26000726;CQ-622/3 PUR BULK
26000727;CQ-624 BULK
26000731;CQ-642 BULK
26000732;CQ-642B BULK
26000733;CQ-642BB BULK
26000740;CQ-645 PUR BULK
26000742;CQ-646/2 BULK
26000743;CQ-648 BULK
26000744;CQ-648/1 BULK
26000747;CQ-651 BULK
26000748;CQ-652 BULK
26000749;CQ-653 BULK
26000752;CQ-654 PUR BULK
26000754;CQ-673 BULK
26000755;CQ-673IT BULK
26000760;CQ-675/3 BULK
26000762;CQ-675B BULK
26000763;CQ-677 BULK
26000765;CQ-680/10 BULK
26000767;CQ-680/8 BULK
26000769;CQ-683 BULK
26000772;CQ-695 BULK
26000775;CQ-7013 BULK
26000776;CQ-7014 BULK
26000779;CQ-7019 BULK
26000780;CQ-7023 BULK
26000782;CQ-7024X BULK
26000783;CQ-7025LI BULK
26000785;CQ-7026 BULK
26000788;CQ-7028 BULK
26000789;CQ-7035 BULK
26000791;CQ-7036 BULK
26000792;CQ-7039 BULK
26000793;CQ-7039/5 BULK
26000795;CQ-7039T BULK
26000800;CQ-7074 BULK
26000804;CQ-7080/4 BULK
26000805;CQ-7080/5 BULK
26000806;CQ-7081 BULK
26000807;CQ-7081/3 BULK
26000812;CQ-7086M BULK
26000813;CQ-7088EN/1 BULK
26000816;CQ-7100 BULK
26000818;CQ-711 BULK
26000819;CQ-7110 BULK
26000820;CQ-7111 BULK
26000822;CQ-7113 BULK
26000823;CQ-7113/1 BULK
26000825;CQ-712 BULK
26000831;CQ-7129/1 BULK
26000833;CQ-713 BULK
26000835;CQ-7135 BULK
26000836;CQ-7136 BULK
26000837;CQ-7140 BULK
26000840;CQ-729 BULK
26000844;CQ-731 BULK
26000846;CQ-731/2 BULK
26000847;CQ-735 BULK
26000849;CQ-736 BULK
26000851;CQ-748 BULK
26000853;CQ-7500 BULK
26000856;CQ-7512 BULK
26000859;CQ-752 PUR BULK
26000862;CQ-754 PUR BULK
26000913;ECO3PLUS BULK
26000914;ECO4 BULK
26000915;FORMUCOL BULK
26000931;HM-4995/1 BULK
26000941;LIMPUR BULK
26000953;PHC8010/1 BULK
26000954;PHC8290/1 BULK
26000955;ADVANTRA® PHC9250 BULK
26000961;PWC-3460ZZ BULK
26000962;R-045 BULK
26000964;R-051 BULK
26000965;R-052 BULK
26000967;R-053B BULK
26000968;R-054 BULK
26000969;R-059 BULK
26000970;R-61 BULK
26000972;R-065 BULK
26000973;R-066 BULK
26000974;R-066B BULK
26000975;R-078 BULK
26000977;R-092 BULK
26000980;R-093/2 BULK
26000982;R-093/4 BULK
26000983;R-094 BULK
26000984;R-094/2 BULK
26000985;R-096 BULK
26000986;R-100 BULK
26000987;R-100M BULK
26000988;R-650/4 BULK
26000989;R-VG60 BULK
26000990;S-017 BULK
26000991;S-025 BULK
26000992;S-026 BULK
26000993;S-029 BULK
26000994;S-031 BULK
26000995;S-035 BULK
26000996;S-036 BULK
26000997;S-083 BULK
26000998;S-085 BULK
26000999;S-086 BULK
26001000;S-087 BULK
26001001;S-089 BULK
26001002;S-090 BULK
26001003;S-091 BULK
26001004;S-114/2 BULK
26001005;S-5065 BULK
26001006;SAPONA BULK
26001010;T-100 BULK
26001011;T-103 BULK
26001012;T-165 BULK
26001013;T-174 BULK
26001015;T-177 BULK
26001016;T-193 BULK
26001018;T-195 BULK
26001020;T-199 BULK
26001021;T-199/1 BULK
26001022;T-199/2 BULK
26001026;TAK-3329 BULK
26001028;V-3845 BULK
26001029;WB-3324 BULK
26001034;C-680AV BULK
26001035;CQ-7093 BULK
26001036;PWC-3460AN BULK
26001037;S-036AN BULK
26001039;PASTA PIGMENTADA BRANCA 8009
26001040;PASTA PIGMENTADA BRANCA 8008
26001041;C-120AN BULK
26001043;HM 175 BULK
26001044;SWIFT®LOCK 2U203L BULK
26001048;C-2000/1 BULK
26001057;CQ-4169J BULK
26001061;CQ-646/2BG BULK
26001063;CQ-646/2MR BULK
26001068;CQ-7143 BULK
26001075;RESINA R-BASE ECO3 PLUS BULK
26001076;RESINA R-BASE GXL3 BULK
26001077;SWIFT®TAK RP 192/2AN BULK
26001078;S-018 BULK
26001079;SWIFT®TAK 3355 BULK
26001080;SWIFT®TAK 5090L BULK
26001082;SWIFT®TAK 5122AN BULK 
26001085;C-1040/3 BULK
26001086;C-2181 BULK
26001087;C-2246 BULK
26001088;C-26/5 BULK
26001089;C-357A BULK
26001090;C-755 BULK
26001091;C-8013 BULK
26001092;CQ-3015 BULK
26001093;CQ-653BB BULK
26001094;CQ-7082/1 BULK
26001095;CQ-7150 BULK
26001096;MP55300 BULK
26001097;MP55310 BULK
26001098;COLA C-5122AN BULK
26001099;C-384AN BULK
26001100;CQ-4169UV BULK
26001101;C-78AN BULK
26001103;C-363AN BULK
26001104;CA-9027 BULK
26001105;CQ-7072  BULK
26001106;C-315/4 BULK
26001107;C-358 BULK
26001108;C-548AN BULK
26001109;C-89 BULK
26001110;HM 627 BULK
26001111;ADVANTRA® PHC8270/1
26001112;C-308A BULK
26001113;RAKOLL GXL3 BULK (REPROCESSO)
26001114;RAKOLL ECO3 PLUS (REPROCESSO)
26001115;C-528A BULK
26001116;C-1029/5 BULK
26001117;Advantra® PHC 9256L BULK
26001118;CQ-7115 BULK
26001119;CQ-7076 BULK
26001120;CQ-729J/2 BULK
26001121;CQ-7088PE BULK
26001122;CQ-4188 BULK
26001123;CQ-7090 ALTA PERFORMANCE BULK
26001124;CA-9015 BULK
26001125;PI - PET 4120 INTERM BULK
26001126;R-066 AN BULK
26001127;R-VG60 AN BULK
26001128;CQ-7073 BULK
26001129;RAKOLL FC BULK
26001130;C-2136 BULK
26001131;SWIFT®BOND 2801LA BULK
26001132;SWIFT®BOND 2802LA BULK
26001133;C-119 BULK
26001134;V-7143 BULK
26001135;ADESIVO PVA BR 2020 BULK
26001136;CQ-7080 BULK
26001137;FLEXTRA(TM) SL 8314 BULK
26001138;CQ-7142 BULK
26001139;PD-2154 LA BULK
26001140;*Evolution® 2064 BULK *INACT*
26001141;Flextra(tm) PU 750 BULK
26001142;Flextra(tm) PU 720 BULK
26001143;Flextra(tm) PU 722 BULK
26001144;CQ-7081FT BULK
26001145;AVA COMBI CASE 1 L BULK
26001146;FLEXTRA® SP 022 BULK
26001147;Swift®tak 4450 BULK
26001148;C-363A BULK
26001149;E-DOME 8E-456 LA ISO BULK
26001150;E-DOME 8E-456 LA POLYOL BULK
26001151;Swift®bond A033/15-35 BULK
26001152;Swift®bond 3U117L BULK
26001154;Swift®tak 3850LA BULK
26001155;PD-2191LA BULK
26001156;Swift®tak 3715LA BULK
26001157;RAKOLL MG BULK
26001158;Swift®lock 2U634M BULK
26001159;Swift®tak 1960 BULK
26001160;Swift®tak PM 3542 BULK
26001161;FLEXTRA(TM) PU 714 BULK
26001162;HMK-4570-L BULK
26001163;Swift®bond 3U 200 BULK
26001164;ADVANTRA® 9258L BULK
26001165;Full-Care® 7810 BR BULK
26001166;PD316BR BULK
26001167;PD366BR BULK
26001168;PD394BR BULK
26001169;RM850BR BULK
26001170;RM59461BR BULK
26001171;V6080BR BULK
26001172;V6080BRNEW BULK
26001173;9500L BULK
26001174;SBA5215 BULK
26001175;XR1410 BULK
26001176;TT5050BR BULK
26001177;8E-458 POLYOL BULK
26001178;8E-458 ISOCYANETE BULK
26001179;SWIFT®BOND A06060/36 BULK
26001180;BAMFutura 58 BULK
26001181;BAM 2500 BULK
26001182;BAMFutura 45 BULK
26001183;FLEXTRA® XR 1500 BULK
26001184;GA 4001 BULK
26001185;Rakoll® 4610 BULK
26001301;PI-PET 102 INTERM BULK
26001303;PI-PET 5275 INTERM BULK
26001306;FLEXTRA® SBA 979 BULK
26001307;FLEXTRA® XAS 2283 BULK
26001447;FLEXTRA® SF 8050 BULK
26001448;PI-PET 4245 INTERM BULK
26001451;PI-PET  MANGO01 INTERM BULK
26001453;FLEXTRA® SBA 119 BULK
26001455;SWIFT®BOND 3U-091 BULK
26001456;PI-PET 9006 INTERM BULK
26001457;SWIFT®BOND P-090 BULK
26001458;FLEXTRA® SBA 1010CH BULK
26001459;FLEXTRA® SBA 5210 BRA BULK
26001461;SWIFT®BOND I-193 BULK
26001462;FLEXTRA® SL 342 BULK
26001463;FLEXTRA® R 405 BULK
30000047;VISTAMAXX 8380
30000108;MOWILITH LDM 1081
30000163;STEPANPOL PC-5070P-56
30000252;SURFYNOL 420
30000705;STEPANPOL PC-205P-30
30000737;DABCO EG CATALYST
30000739;JEFFSOL PROPYLENE CARBONATE
30000988;CARPOL PGP-2000
30001155;FUCLEAR FM100
30001207;AFFINITY GA 1000R
30001577;SHELL GTL SARAWAX SX 80
30001578;AFFINITY GA 1875
30001622;DYNASYLAN DAMO
30001624;DYNASYLAN AMEO
30001754;LUHOREZ HD-1100
30001811;LUHOREZ HD-1120
30001913;DIPROPILENO GLICOL LO+ (DOW)
30002039;DABCO 1027 CATALYST
30002165;VESTOPLAST EP V2094
30002281;WANNATE HT-600
30002302;ACTICIDE MV
30002515;SABIC FORTIFY C5070D
30002570;VESTOPLAST 751
30003269;JINHAI JH8152 SIS
30003270;HAI-SIS JH-8291
30003282;PINEREZ 2303
30003328;DYNACOLL AC 1920
30003475;ACETATO DE BUTILDIGLICOL (BASF)
30003488;ENBA EN-33331
30003550;TRIGONOX AW 70
30003709;LICOCENE PP 6102 GR
30003714;TEGO ANTIFOAM 1488
30003902;CASTOR OIL FSG (ADANI WILMAR)
30003928;SASOLWAX H1
30004071;VECTOR 4211AS
30004090;OPTISLIP VRX-BE-(HU)
30004181;VECTOR 4211NS
30004235;CELVOLIT LDM 1081
30004250;ES 28005
30004362;ESCORENE ULTRA EVA UL 8705 (GAYLORD)
30004379;HENGHE HM-1000
30004414;EMULSONGEN LCN 217
30004447;30004447 - CASTOR OIL N°1 (BIOOLEO)
30004577;KRATON D1124 KU
30004755;HC-100
30004814;LOXANOL MI 6727
30005149;TRIACETINA FG DRM (RUIJIA)
30005326;KRATON D1124PK
30005456;WD2020P (BAG)
30005489;VORANOL 2120L
30005526;ÁCIDO METACRÍLICO (MITSUBISHI CHEMICAL)-I
30005571;EVATHENE UE2828
30005629;VECTOR 4113ND
30005640;VECTOR 4211ND
30005654;WANOL F3160
30005722;MKOREZ MK-140
30005985;POWER OIL TOPAZ HN 500 (HBF)
30006203;Deolink Epoxy DE-100
30006253;ORGANOSILANE G312
30006440;ORGANOSILANE AE301
30006790;AMITROGLUE M35
35000017;SIPOMER COP´S 1
35000044;ACETATO DE VINILA
35000045;ACIDO ACRILICO GLACIAL
35000084;AEROSOL OT-75% SURFACTANT
35000168;TROYSOL LAC
35000172;DABCO DC193 SURFACTANT
35000193;TERGITOL 15-S-40 SURFACTANT
35000214;LANOLUBRIC 2
35000252;AGITAN 305
35000255;BYK 070
35000272;CELLOSIZE QP 4400H
35000290;NATROSOL 250 MRB
35000299;CELLOSIZE QP 52000
35000321;AVEDEX 36 LAC 14
35000368;IRGANOX 1076
35000372;TINUVIN P
35000377;IRGANOX 1010
35000379;PROXEL GXL
35000380;TINUVIN 292
35000401;EVERNOX 10
35000412;ACTICIDE SPX
35000419;TINUVIN 1130
350004448;DOWICIDE A ANTIMICROBIAL
35000484;SP560 RESIN
35000497;KRISTALEX 3100 HYDROCARBON RES
35000499;ESCOREZ 5320
35000506;ESCOREZ 5300
35000515;PICCOTAC 1095
35000520;ARKON M-100
35000527;VESTOPLAST 703
35000532;NOVARES TN 160
35000534;WINGTACK EXTRA
35000538;ARKON P-125
35000543;ARKON P 100
35000552;EASTOTAC H-130R
35000554;ENDEX 155
35000558;EASTOTAC H130W
35000561;VESTOPLAST 608
35000563;HIKOTACK P-120
35000564;ESCOREZ 5340
35000565;VESTOPLAST 750
35000566;ESCOREZ 5400 (FLAKE)
35000570;PLASTOLYN 290
35000598;PICCOTAC 1020
35000600;REGALITE R1125
35000604;REGALITE R 1100
35000619;SYLVARES SA 140
35000632;SYLVARES 520
35000639;ESCOREZ 5637
35000660;D.E.R. 331 EPOXY RESIN
35000690;DYNACOLL 7250
35000699;ARCOL POLYOL LHT 240
35000754;BUTYL CARBITOL ACETATE (DOW)
35000771;N. METIL PIROLIDONA
35000817;N-METIL PIRROLIDONA
35000845;BENZOFLEX 9-88
35000846;BENZOFLEX 50
35000854;GLICERINA BI-DESTILADA BOMBONA 250 KG
35000859;PROPILENOGLICOL INDUSTRIAL (DOW)
35000878;VORANOL 230-238 POLYOL
35000895;BENZOFLEX 352 PLASTICIZER
35000897;MESAMOLL
35000905;EASTMAN DOA PLASTICIZER
35000918;DIPROPILENO GLICOL (DOW)
35000937;ACRAWAX C DISPERSION
35000950;DRAKEOL 35
35000981;CALSOL 5550
35000991;PURETOL 35
35001004;TINOPAL OB
35001135;MACROLEX BLUE RR GRAN
35001141;BENETEX OB
35001326;BRUGGOLITE E01
35001411;SILQUEST A-1100 SILANE
35001418;SILQUEST A-1120J
35001423;TRIMETYLOLPROPANE (OQ CHEM)
35001429;ISONATE 125M
35001431;BENZOYL CHLORIDE (OCCIDENTAL)
35001432;VESTANAT IPDI
35001433;ISONATE 143L MODIFIED MDI (BULK)
35001455;VESTAMIM IPD
35001461;DYNASYLAN GLYMO
35001490;RUBINATE 44 MC
35001514;FOMREZ CATALYST UL-28
35001515;JEFFCAT DMDEE
35001516;DABCO CRYSTALLINE
35001522;SILQUEST A-189 SILANE
35001559;SILQUEST Y-9669
35001560;ISONATE 50 OP PURE MDI
35001561;TRIMETILOLETANO, TECH. (GEO)
35001569;SILQUEST A-1170 SILANE
35001575;FOMREZ CATALYST UL-32
35001621;LUPASOL PS
35001666;GLYOXAL 40%
35001671;LUPEROX TBH70X
35001691;SELVOL 523
35001692;SELVOL 540
35001696;SELVOL 205
35001698;CHANG CHUN BP-24
35001705;CHANG CHUN BP-17
35001706;CHANG CHUN BP-05
35001715;POVAL 22-88
35001718;ELVAX 150
35001719;ELVAX 210
35001720;ELVAX 250
35001721;ELVAX 260
35001722;ELVAX 420
35001723;ELVAX 460
35001725;A-C 400
35001735;EPOLENE C-13
35001736;ELVAX 410
35001740;CARBOWAX PEG 600
35001742;AC 540A
35001747;AC-617A
35001753;EVATANE 28-05
35001757;EVATANE 28-800
35001758;ELVAX 210W
35001760;EVATANE 28-420
35001762;ESCORENE UL7710
35001771;ESCORENE UL7510
35001772;ESCORENE UL7520
35001783;EPOLENE C-15 WAX
35001796;ESCORENE UL7720
35001798;ESCORENE UL7760
35001800;VESTOPLAST 828
35001809;EVATANE 33-45
35001812;EVATANE 18-500
35001822;EPOLENE N-21 WAX
35001824;EPOLENE N-14 WAX
35001827;ESCORENE UL8705
35001830;VESTOPLAST 888
35001833;VESTOPLAST 704
35001834;AFFINITY GA 1900
35001847;LOTADER 8200
35001859;ATEVA 1850A
35001860;ATEVA  1880A
35001862;ATEVA 2810A
35001863;ATEVA 2820A
35001865;ATEVA 2830A
35001866;ATEVA 2842A
35001867;ATEVA 2850-A
35001868;ATEVA 3325AC
35001879;ATEVA 1820
35001882;AFFINITY GA 1950
35001895;VINNAPAS 401
35001904;VINNAPAS 400H
35001927;VINNAPAS 315
35001937;ELVACITE 2013 ACRYLIC RESIN
35001943;VINNAPAS 920
35001955;NEOCRYL BT-9
35001987;KRATON D-1117 PT
35001988;KRATON G-1657
35002023;DISPERCOLL C-84
35002039;KRATON D-1113 PT
35002074;VERSAMID 940
35002077;POLYOX WSR 301
35002080;POLYOX WSR N750
35002102;POLYOX WSR N60K
35002128;DYNACOLL 7380
35002139;ARCOL PPG-425 POLYOL
35002143;DYNACOLL 7210
35002148;RUBINATE 1820
35002159;DISPERCOLL U 54
35002177;LUPRANATE MI
35002204;CAPA 6500
35002205;STEPANPOL PD 195
35002216;STEPANPOL PN-110
35002217;DISPERCOLL U56
35002222;STEPANPOL PH-56
35002227;ARCOL POLYOL PPG-1000
35002237;ARCOL POLYOL PPG-2000
35002260;CARPOL PGP 1000
35002463;DESMOPHEN 4028 BD
35002478;DYNACOLL 7360
35002483;EVATANE 18-150
35002502;CHARMOR™ PM40
35002507;SUPRASEC 2020
35002512;SYLVARES 600
35002514;VESTOPLAST 408
35002536;ESCOREZ 2203 LC
35002541;ELVACITE 4402
35002554;ENGAGE 8200
35002611;POLY-G 30-400 T
35002679;EVERNOX 10GF
35002680;EVERNOX 76GF/GD
35002694;TINUVIN 5151
35002810;EXCEVAL RS-2117
35002817;FC 4430
35002860;PINEREZ 2305
35002862;SURFYNOL MD-20 DEFOAMER
35002876;SHELL GTL SARAWAX SX 105
35002898;VECTOR 4211A
35002903;ISONATE 125MDR PURE MDI
35002908;ACTICIDE MBS
35002947;ENGAGE 8402
35002966;LICOCENE PP 6102 Powder
35003016;A-C 573P
35003066;FUCLEAR FP-125
35003076;ENGAGE 8407
35003086;ESCORENE UL7840E
35003130;UNILENE B-110
35003170;DAIREN DA-102H
35003172;REGALFLEX P1023PL
35003177;KRATON D-1155 ES
35003180;KRATON D-1124 PT
35003181;KRATON D-1161 PT
35003200;TRIMETILOLPROPANO (PERSTORP)
35003315;DESMODUR 2460 M
35003325;LICOCENE PP 7502 GRANULES
35003431;CELLOSIZE QP 09H
35003435;A-C 820 A
35003495;VISTAMAXX 6202
35003506;VECTOR 4113A
35003532;DIPROPYLENE GLYCOL REGULAR GRADE
35003560;VECTOR 8508A
35003646;EASTOFLEX P-1010PL
35003668;SASOLWAX H8
35003774;ÁCIDO ERITÓRBICO (BRUGOLLITE FF 6M)
35003782;LH100-1# (C5 HYDROCARBON RESIN)
35003820;FUCLEAR FD-100
35003827;BENZOFLEX LC-531
35003851;KRATON D-1162 PT
35003855;PICCOTAC 8595
35003888;AC-596P
35003890;EVATHENE UE612-04
35003891;EVATHENE UE649-04
35003892;EVATHENE UE634-04
35003893;EVATHENE UE639-04
35003894;EVATHENE UE654-04
35003911;NYFLEX 223
35003944;BAYCOLL AD 2047
35004019;VORANOL 1010 L POLYOL
35004080;VISTAMAXX 3980FL
35004090;SASOLWAX C-80M
35004113;TINOPAL NFW- LIQ
35004212;ESCORENE UL7711
35004270;DYNACOLL AC 1630
35004287;MONDUR MQ (FUSED)
35004338;PARAWHITE OB
35004372;ESCORENE UL7511
35004374;AXILAT 1819
35004415;EMULSOGEN LCA 213
35004438;CWP 400
35004452;PICCOTAC 7590
35004492;STEPANPOL PC-5000P-30
35004579;EVATHENE UE647-04
35004597;STENPANPOL PC-2072P-30
35004704;VINNAPAS EP 7000
35004876;MULTRANOL 9139
35004905;FLEXBOND 95
35004948;4-NITROBENZOYL CHLORIDE
35005104;VINNAPAS EP 6300
35005118;A-C 575A
35005158;DYNASYLAN 1124
35005159;DYNASYLAN 1122
35005304;A-C 578P
35005362;L-MODU S410
35005392;WANNATE MDI-50
35005405;HAITACK JH3200
35005407;VISTAMAXX 8880 (EXP-140)
35005414;WANNATE PM 200
35005519;WANNATE MDI-50F PLUS
35005647;POVAL 49-88
35005671;VECTOR 4211N
35005767;ACTICIDE B 20
35005837;SASOLWAX C105
35005937;DYNASYLAN VTMO
35005947;POVAL 05-88
35005948;KURARAY POVAL 30-92
35005955;ELVAX 220
35005959;EVATANE 28-25
35005960;ESCORENE UL 7750C
35006021;AGITAN 281
35006042;RONGALIT C
35006144;DESMODUR VK 10
35006211;HM 2528
35006214;HM 150
35006218;EVATHENE UE653-04
35006362;POLYOX WSR 205
35006460;TINOPAL OB CO
35006679;ACETATO DE VINILA
35006684;SONGNOX 1010
35006685;SONGNOX 1076
35006721;MANGANESE CHLORIDE TETRAHY
35006723;DIETHANOLAMINE (DOW)
35006728;ESCORENE UL7560
35006733;CASEINA DE ACIDO LACTICO IND
35006746;GEL 250 ANIMAL GLUE
35006750;PERSULFATO DE AMONIO
35006751;TRIETHYLENE GLYCOL (POLIOLES)
35006756;DEXTRIN 106 (LORENZ)
35006760;GEL 360/120 ANIMAL GLUE
35006764;UNILENE A 100
35006785;PARAFFIN WAX 60-62 (PETROCHINA)
35006793;CERELOSE 020020
35006797;UNILENE BS 140
35006820;KALFLEX 50
35006836;SONGNOX DLTDP
35006840;POLACRIL HV
35006842;POLYPOL E-600
35006846;SURFABLANC BPL
35006854;ESCORENE ULTRA LD 728.61
35006861;LUMULSE PEG 600
35006868;KRATON D-1119 PT
35006869;KRATON G1657MS
35006876;KRATON D-1152 ET
35006879;VINNAPAS EP 706
35006884;AMINOETHYLETHANOLAMINE (DOW)
35006885;CLORETO DE ESTANHO (II) DIHIDRATADO
35006886;ÁCIDO FOSFORICO 85% GENÉRICO
35006887;FASCAT 4100
35006888;TYZOR TNBT TITANATE
35006889;ARALDITE GY 260
35006891;EASTMAN ACIDO ISOFTALICO (BIG BAG)
35006893;NEOPENTIL GLICOL (PERSTORP)
35006896;NEOPENTIL GLICOL FLAKES (BASF)
35006897;ANIDRIDO FTALICO (BIG BAG)
35006899;WANNATE MDI100
35006900;RESINOL EXP PU 160/10
35006902;MONOETILENOGLICOL(OXITENO)
35006903;DIETILENOGLICOL (OXITENO) GRANEL
35006904;1,4-BUTANEDIOL (CALDIC)
35006905;ACETATO DE ETILA (CLOROETIL)
35006906;METILETILCETONA (OXITENO)
35006907;TRIETANOLAMINA 85 (OXITENO)
35006908;NIAX SILICONE L-5440
35006909;EKFLEX 483 - DIBP
35006910;WANOL C2056
35006911;WANOL C2010
35006912;WANOL R 2305
35006913;DESMODUR T 80
35006914;TEGOAMIN AS MEG
35006916;LUPRANAT MIB
35006917;CRODAMIDE ORX
35006918;TEGOSTAB B 8450
35006919;ETANOL 99.5% (CERBA)
35006920;3-METHYL-1-PHENYL-2-PHOSPHOLENE 1 -OXIDE - 85%, TECHNICAL GR
35006921;CLORETO DE TIONILA (SIGMA)
35006923;VORANOL 2120
35006924;VORANOL 2110B
35006926;DESMOPHEN 3973 IO
35006927;EMCAPLUS 085
35006928;VORANOL450N
35006929;WANNATE MDI-100F
35006931;COSMONATE T-80
35006932;RHODIACID AA - ADIPIC ACID (BIG BAG 1000 KG)
35006934;LUPRANATE T80
35006936;DESMODUR 0118 I FUSED
35006938;ACIDO ISOFTALICO (FORMOSA)
35006939;TEGOAMIN ZE 5
35006940;TRIACETINA FG DRM (YIXING TIANYUAN)
35006953;TOLUENO
35006984;ONGRONAT 3050
35007012;TRIACETINA INDUSTRIAL
35007016;ACIDO BORICO
